"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Italy","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","98282",""
"Italy","Geothermal – Main activity","2017","Kilowatt-hours, million","6201",""
"Italy","Geothermal – Main activity – Electricity plants","2017","Kilowatt-hours, million","6201",""
"Italy","Hydro – Main activity","2017","Kilowatt-hours, million","37536",""
"Italy","From other sources – Main activity","2017","Kilowatt-hours, million","518",""
"Italy","From other sources – Main activity – Electricity plants","2017","Kilowatt-hours, million","518",""
"Italy","Of which: Pumped hydro – Main activity","2017","Kilowatt-hours, million","1826",""
"Italy","Solar – Main activity","2017","Kilowatt-hours, million","24378",""
"Italy","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","24378",""
"Italy","Wind – Main activity","2017","Kilowatt-hours, million","17742",""
"Italy","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","19150",""
"Italy","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","18736",""
"Italy","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","414",""
"Italy","Hydro – Autoproducer","2017","Kilowatt-hours, million","489",""
"Italy","From other sources – Autoproducer","2017","Kilowatt-hours, million","143",""
"Italy","From other sources – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","143",""
"Italy","Electricity - net production","2017","Kilowatt-hours, million","285266",""
"Italy","Electricity - imports","2017","Kilowatt-hours, million","42895",""
"Italy","Electricity - exports","2017","Kilowatt-hours, million","5134",""
"Italy","Electricity - Energy industries own use","2017","Kilowatt-hours, million","9915",""
"Italy","Electricity - Own use by coal mines","2017","Kilowatt-hours, million","44",""
"Italy","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","336",""
"Italy","Electricity - Own use by nuclear fuel extraction and processing","2017","Kilowatt-hours, million","5",""
"Italy","Electricity - Own use by coke ovens","2017","Kilowatt-hours, million","43",""
"Italy","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","5211",""
"Italy","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","2478",""
"Italy","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","10567",""
"Italy","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","4276",""
"Italy","Electricity - Losses","2017","Kilowatt-hours, million","18668",""
"Italy","Electricity - Final energy consumption","2017","Kilowatt-hours, million","291966",""
"Italy","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","115610",""
"Italy","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","18725",""
"Italy","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","14284",""
"Italy","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","82601",""
"Italy","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","2556",""
"Italy","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","8905",""
"Italy","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","3590",""
"Italy","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","20888",""
"Italy","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","606",""
"Italy","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","12413",""
"Italy","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","8604",""
"Italy","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","2979",""
"Italy","Electricity - Consumption by construction","2017","Kilowatt-hours, million","1386",""
"Italy","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","5164",""
"Italy","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","15510",""
"Italy","Electricity - Consumption by transport","2017","Kilowatt-hours, million","11383",""
"Italy","Electricity - Consumption by road","2017","Kilowatt-hours, million","83",""
"Italy","Electricity - Consumption by rail","2017","Kilowatt-hours, million","5515",""
"Italy","Electricity - Consumption not elsewhere specified (transport)","2017","Kilowatt-hours, million","5405",""
"Italy","Electricity - Consumption by pipeline transport","2017","Kilowatt-hours, million","380",""
"Italy","Electricity - Consumption by other","2017","Kilowatt-hours, million","164973",""
"Italy","Electricity - Consumption by households","2017","Kilowatt-hours, million","65491",""
"Italy","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","5990",""
"Italy","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","93492",""
"Italy","Electricity - total production, main activity","2017","Kilowatt-hours, million","276051",""
"Italy","Electricity - Gross demand","2017","Kilowatt-hours, million","320549",""
"Italy","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","19782",""
"Jamaica","Electricity - Gross production","2017","Kilowatt-hours, million","4360",""
"Jamaica","From combustible fuels – Main activity","2017","Kilowatt-hours, million","2379",""
"Jamaica","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","2379",""
"Jamaica","Hydro – Main activity","2017","Kilowatt-hours, million","154",""
"Jamaica","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","1494",""
"Jamaica","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","1494",""
"Jamaica","Solar – Autoproducer","2017","Kilowatt-hours, million","44",""
"Jamaica","Wind – Autoproducer","2017","Kilowatt-hours, million","289",""
"Jamaica","Electricity - net production","2017","Kilowatt-hours, million","4342",""
"Jamaica","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","18",""
"Jamaica","Electricity - Losses","2017","Kilowatt-hours, million","1152",""
"Jamaica","Electricity - Final energy consumption","2017","Kilowatt-hours, million","3251",""
"Jamaica","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","1358",""
"Jamaica","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","1358",""
"Jamaica","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","50","1"
"Jamaica","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","848","1"
"Jamaica","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","50","1"
"Jamaica","Electricity - Consumption by construction","2017","Kilowatt-hours, million","40","1"
"Jamaica","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","370","1"
"Jamaica","Electricity - Consumption by other","2017","Kilowatt-hours, million","1893",""
"Jamaica","Electricity - Consumption by households","2017","Kilowatt-hours, million","1069",""
"Jamaica","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","42",""
"Jamaica","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","117",""
"Jamaica","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","665",""
"Jamaica","Electricity - total production, main activity","2017","Kilowatt-hours, million","2533",""
"Jamaica","Electricity - Gross demand","2017","Kilowatt-hours, million","4342",""
"Jamaica","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","1827",""
"Japan","Electricity - Gross production","2017","Kilowatt-hours, million","1068322",""
"Japan","From combustible fuels – Main activity","2017","Kilowatt-hours, million","780738",""
"Japan","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","780738",""
"Japan","Geothermal – Main activity","2017","Kilowatt-hours, million","2332",""
"Japan","Geothermal – Main activity – Electricity plants","2017","Kilowatt-hours, million","2332",""
"Japan","Hydro – Main activity","2017","Kilowatt-hours, million","87907",""
"Japan","Nuclear – Main activity","2017","Kilowatt-hours, million","32912",""
"Japan","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","32912",""
"Japan","Of which: Pumped hydro – Main activity","2017","Kilowatt-hours, million","7308",""
"Japan","Solar – Main activity","2017","Kilowatt-hours, million","8880",""
"Japan","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","8880",""
"Japan","Wind – Main activity","2017","Kilowatt-hours, million","5723",""
"Japan","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","80091",""
"Japan","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","80091",""
"Japan","Geothermal – Autoproducer","2017","Kilowatt-hours, million","125",""
"Japan","Geothermal – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","125",""
"Japan","Hydro – Autoproducer","2017","Kilowatt-hours, million","2255",""
"Japan","From other sources – Autoproducer","2017","Kilowatt-hours, million","20404",""
"Japan","From other sources – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","20404",""
"Japan","Solar – Autoproducer","2017","Kilowatt-hours, million","46188",""
"Japan","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","46188",""
"Japan","Wind – Autoproducer","2017","Kilowatt-hours, million","767",""
"Japan","Electricity - net production","2017","Kilowatt-hours, million","1037266",""
"Japan","Electricity - Used for electric boilers","2017","Kilowatt-hours, million","999",""
"Japan","Electricity - Energy industries own use","2017","Kilowatt-hours, million","14455",""
"Japan","Electricity - Own use by coke ovens","2017","Kilowatt-hours, million","2715",""
"Japan","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","11013",""
"Japan","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","10440",""
"Japan","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","31056",""
"Japan","Electricity - Own use by LNG/regasification plants","2017","Kilowatt-hours, million","727",""
"Japan","Electricity - Losses","2017","Kilowatt-hours, million","40642",""
"Japan","Electricity - Final energy consumption","2017","Kilowatt-hours, million","963905",""
"Japan","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","346399",""
"Japan","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","70825",""
